CODIGO|NOME|ESTADO
0137|SAAE - REMANSO|BA
0217|SAAE - RIACHO DE SANTANA|BA
0549|SAAE - RODELAS|BA
0218|SAAE - SANTA MARIA DA VITÓRIA|BA
0219|SAAE - SANTA RITA DE CÁSSIA|BA
0220|SAAE - SÃO FELIX DO CORIBE|BA
0221|SAAE - SENTO SÉ|BA
0649|SAAE - SERRA DO RAMALHO|BA
1130|SAAE - SERVIÇO AUTONÔMO DE ÁGUA E ESGOTO DE DOM BASILIO|BA
0222|SAAE - SÍTIO DO MATO|BA
0538|SAAE - SOBRADINHO|BA
0223|SAAE - TAPEROÁ|BA
0139|SAAE - VALENÇA |BA
0224|SAAE - WANDERLEI|BA
0225|SAAE - XIQUE-XIQUE|BA
0351|SAAE – CAMPO ALEGRE DE LOURDES|BA
1134|SANAB - SANEAMENTO BÁSICO DO MUNICIPIO DE BARREIRAS|BA
1102|SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE RIBEIRÃO DO LAGO|BA
0009|CAGECE - CIA. ÁGUA E ESGOTO DO CEARÁ|CE
1374|PREFEITURA MUNICIPAL DE SANTANA DO CARITI|CE
0245|SAAE - AMONTADA|CE
0934|SAAE - ARARENDA|CE
0246|SAAE - BANABUI|CE
0247|SAAE - BOA VIAGEM|CE
0884|SAAE - BREJO SANTO|CE
0248|SAAE - CAMOCIM|CE
0249|SAAE - CANINDÉ|CE
0734|SAAE - DEPUTADO IRAPUAN PINHEIRO|CE
0250|SAAE - GRANJA|CE
0252|SAAE - ICAPUI|CE
0251|SAAE - ICÓ|CE
0253|SAAE - IGUATU|CE
0932|SAAE - IPAPORANGA|CE
0254|SAAE - IPU|CE
0255|SAAE - IPUEIRAS|CE
0256|SAAE - ITAPAGÉ|CE
0257|SAAE - ITAPIPOCA|CE
0258|SAAE - JAGUARIBE|CE
0935|SAAE - JARDIM|CE
0259|SAAE - JUCÁS|CE
0260|SAAE - LIMOEIRO DO NORTE|CE
0263|SAAE - MADALENA|CE
0261|SAAE - MILHÃ|CE
0262|SAAE - MORADA NOVA|CE
0264|SAAE - NOVA RUSSAS|CE
0265|SAAE - PEDRA BRANCA|CE
0616|SAAE - PIRES FERREIRA|CE
0266|SAAE - QUIXELÔ|CE
0267|SAAE - QUIXERAMOBIM|CE
0268|SAAE - SÃO JOÃO JAGUARIBE|CE
0269|SAAE - SOBRAL|CE
0270|SAAE - SONÓPOLE|CE
0405|SAAE – BARROQUINHA|CE
0345|SAAE – PINDORETAMA|CE
0346|SAAE – QUIXERE|CE
0488|SAAEC - CRATO|CE
0882|SAMAE - CARIRIAÇU|CE
0733|SEMACE - SUPERINTENDÊNCIA DO MEIO AMBIENTE - FORTALEZA|CE
1194|SISAR - SISTEMA INTEGRADO DE SANEAMENTO RURAL|CE
1247|SISAR - SISTEMA INTEGRADO DE SANEAMENTO RURAL DA BACIA DO BANABUIU - BBA - QUIXADÁ|CE
1249|SISTEMA INTEGRADO DE SANEAMENTO RURAL DA BACIA DO ALTO DO JAGUARIBE – BAJ|CE
1252|SISTEMA INTEGRADO DE SANEAMENTO RURAL DA BACIA DO BAIXO E MEDIO JAGUARIBE – BMJ|CE
1250|SISTEMA INTEGRADO DE SANEAMENTO RURAL DA BACIA DO CURU E LITORAL – BCL|CE
1246|SISTEMA INTEGRADO DE SANEAMENTO RURAL DA BACIA DO PARNAÍBA – BPA|CE
1248|SISTEMA INTEGRADO DE SANEAMENTO RURAL DA BACIA DO SALGADO – BSA|CE
1251|SISTEMA INTEGRADO DE SANEAMENTO RURAL DA BACIA HIDROGRAFICA METROPOLITANA - BME|CE
0472|VIGILÂNCIA SANITÁRIA DO MUNICIPIO DO CRATO|CE
0008|CAESB - CIA. ÁGUA E ESGOTO DE BRASÍLIA|DF
0360|AGUAS DE CACHOEIRO S.A. - CITÁGUA|ES
1026|ASSOCIAÇÃO PRÓ MELHORAMENTO DA PRAIA DOS CASTELHANOS|ES
0016|CESAN- CIA. ESPIRITOSANTENSE DE SANEAMENTO|ES
0811|COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO|ES
0059|FOZ DE CACHOEIRO S.A|ES
0510|PREFEITURA MUNICIPAL DE CASTELO|ES
0312|SAAE - ALEGRE|ES
0481|SAAE - ALFREDO CHAVES|ES
0052|SAAE - ARACRUZ  |ES
0064|SAAE - COLATINA|ES
0714|SAAE - GOVERNADOR LINDENBERG|ES
0437|SAAE - GUAÇUI|ES
0607|SAAE - IBIRAÇU|ES
0608|SAAE - IBITIRAMA|ES
0540|SAAE - ITAGUAÇU|ES
0555|SAAE - ITARANA|ES
0587|SAAE - JAGUARÉ|ES
0776|SAAE - JAGUARÉ|ES
0550|SAAE - JOÃO NEIVA|ES
0079|SAAE - LINHARES|ES
0610|SAAE - MIMOSO DO SUL|ES
1386|SAAE - SÃO DOMINGOS DO NORTE|ES
0305|SAAE - SÃO MATEUS|ES
0611|SAAE - SOORETAMA|ES
0609|SAAE -MARILÂNDIA|ES
0335|SAAE – BAIXO GUANDU|ES
0363|SAAE – ICONHA|ES
0333|SAAE – ITAPEMIRIM|ES
0419|SAAE – RIO BANANAL|ES
0339|SAAE – VARGEM ALTA|ES
0369|SAAE DE JERÔNIMO MONTEIRO|ES
0467|SANEAR – CIA. COLATINENSE DE MEIO AMBIENTE E SANEAMENTO AMBIENTAL|ES
1046|SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE SÃO DOMINGOS DO NORTE|ES
0809|AMAE - MOSSÂMEDES|GO
3742|CIA MUNICIPAL DE SANEAMENTO DE SENADOR CANEDO|GO
0989|CONSÓRCIO ÁGUAS LINDAS|GO
0311|DEMAE - CALDAS NOVAS|GO
0823|DEMAE - ITUMBIARA|GO
1379|FOZ GOIÁS SANEAMENTO S/A|GO
1090|NÃO REUTILIZAR|GO
0888|PREFEITURA MUNICIPAL DE PANAMÁ|GO
0903|PREFEITURA MUNICIPAL DE PARANAIGUARA|GO
0772|PREFEITURA MUNICIPAL DE VICENTINÓPOLIS|GO
0907|PREFEITURA MUNICIPAL DO RIO QUENTE|GO
0325|SAAE - ABADIANIA|GO
0326|SAAE - CORUMBA DE GOIAS|GO
0327|SAAE - FAINA|GO
0328|SAAE - MATRINCHA|GO
0945|SAAE - MINEIROS|GO
0329|SAAE - TROMBAS|GO
0710|SAE - CATALÃO|GO
1190|SANEACÉU - SISTEMA DE ÁGUA E ESGOTO DE CHAPADÃO DO CÉU |GO
0106|SANEAGO - SANEAMENTO DE GOIÁS|GO
1129|SMS - SENADOR CANEDO|GO
1093|VIGILÂNCIA SANITÁRIA DA PREFEITURA DE RUBIATABA|GO
1156|VIGILÂNCIA SANITÁRIA DO MUNICÍPIO DE DAMOLÂNDIA|GO
1421|AGUAS DE BARRA DO CORDA|MA
1443|AGUAS DE TIMON LTDA|MA
0002|CAEMA - CIA. ÁGUA E  ESGOTO DO MARANHÃO|MA
0832|CAESP - COMPANHIA DE ÁGUA E ESGOTO DE SÃO PEDRO DA ÁGUA BRANCA|MA
1417|CISAB-CONSÓRCIO INTERMUNICIPAL DE SANEAMENTO BASICO (PRO-CIDADE)|MA
0652|COMPANHIA AUTÔNOMA DE ÁGUA, ESGOTO E SANEAMENTO DE ITINGA - CAESI|MA
0317|DAEM - LAGOA DO MATO|MA
1429|ODEBRECHT AMBIENTAL MARANHÃO|MA
0828|PREFEITURA MUNICIPAL DE DAVINÓPOLIS|MA
0827|PREFEITURA MUNICIPAL DE LAJEADO NOVO|MA
1289|PREFEITURA MUNICIPAL DE PALMEIRANDIA|MA
1288|PREFEITURA MUNICIPAL DE SÃO BENTO|MA
1195|SAAE - AÇAILANDIA|MA
0650|SAAE - AMARANTE DO MARANHÃO|MA
0226|SAAE - ARARI|MA
0227|SAAE - BACABAL|MA
0490|SAAE - BACABEIRA|MA
0228|SAAE - BALSAS|MA
0651|SAAE - BURITICUPU|MA
0274|SAAE - CAMPESTRE|MA
0489|SAAE - CAPINZAL DO NORTE|MA
0229|SAAE - CAROLINA|MA
0230|SAAE - CAXIAS|MA
0231|SAAE - CODÓ|MA
0275|SAAE - COELHO NETO|MA
0232|SAAE - CURURUPU|MA
0233|SAAE - ESTREITO|MA
0936|SAAE - FORMOSA DA SERRA NEGRA|MA
1308|SAAE - FORTALEZA DOS NOGUEIRAS|MA
0234|SAAE - GRAJAÚ|MA
0235|SAAE - MATÕES |MA
0236|SAAE - NOVA OLINDA|MA
0944|SAAE - PAÇO DO LUMIAR|MA
0271|SAAE - PARNARAMA|MA
0237|SAAE - PASSAGEM FRANCA|MA
0238|SAAE - PASTOS BONS|MA
0239|SAAE - PORTO FRANCO|MA
0278|SAAE - RAPOSA|MA
1356|SAAE - ROSÁRIO|MA
0240|SAAE - ROSÁRIO DO MARANHÃO|MA
0724|SAAE - SANTA INÊS|MA
0276|SAAE - SÃO JOÃO DO PARAÍSO|MA
0277|SAAE - SÃO JOÃO DO SOTER|MA
0452|SAAE - SÃO PEDRO DOS CRENTES|MA
0321|SAAE - SERRANO DO MARANHÃO |MA
1480|SAAE - SERVIÇOS AUTÔNOMO DE ÁGUAS E ESGOTOS DO MUNICÍPIO DE GOVERNADOR EDISON LOBÃO|MA
0241|SAAE - SÍTIO NOVO|MA
0242|SAAE - TIMON|MA
0243|SAAE - TURIAÇÚ|MA
0244|SAAE - VIANA|MA
1063|SERVIÇO AUTONOMO DE ÁGUA E ESGOTO - LAGOA GRANDE DO MARANHÃO|MA
0868|SERVIÇO AUTONÔMO DE ÁGUA E ESTOGO DE ANAJATUBA - SAAE|MA
1146|ÁGUA DO MUNICÍPIO DE MONTE ALEGRE DE MINAS|MG
0806|ÁGUAS DE BOM SUCESSO LTDA.|MG
1442|AGUAS DE PARÁ DE MINAS|MG
1126|ASSOCIAÇÃO DOS MORADORES DE SÃO JOSÉ DO ALMEIDA - JABOTICATUBAS|MG
1448|AVGC AUTOMAÇÃO E SANEAMENTO LTDA - AGUACONTA - CONTAGEM|MG
0015|CESAMA - CIA. SANEAMENTO  PESQ. MEIO AMB. JUÍZ DE FORA|MG
0017|CODAU - CIA. ÁGUA UBERABA|MG
0696|CONÁGUA CONCESSIONÁRIA DE SANEAMENTO BÁSICO LTDA.|MG
0864|CONSAE - CONCESSIONÁRIA DE ABASTECIMENTO DE ÁGUA E ESGOTO S/A - SANTANA DO PARAÍSO |MG
1116|COPANOR - COPASA SERVIÇOS DE SANEAMENTO INTEGRADO DO NORTE E NORDESTE DE MINAS GERAIS S.A.|MG
0019|COPASA - CIA DE SANEAMENTO DE MINAS GERAIS|MG
0537|COSÁGUA CONCESSIONÁRIA DE SANEAMENTO BÁSICO LTDA.|MG
0821|DAAE - AGUANIL|MG
1196|DAE - CABECEIRA GRANDE|MG
0683|DAE - CACHOEIRA|MG
0330|DAE - CARANGOLA|MG
0778|DAE - CARMO CAJURU|MG
1152|DAE - DOM BOSCO|MG
1174|DAE - GAMELEIRAS|MG
1168|DAE - PAPAGAIOS|MG
1173|DAE - SANTA ROSA DA SERRA|MG
1157|DAE - SÃO JOÃO DO MANHUAÇU|MG
1158|DAE - URUCÃNIA|MG
0418|DAE – JOAO MONLEVADE|MG
0349|DAE – PATROCINIO|MG
0402|DAE – TUPACIGUARA|MG
0394|DAMAE – SÃO JOÃO DEL REI|MG
0483|DEMAE - BARBACENA|MG
0899|DEMAE - CACHOEIRA DA PRATA |MG
0625|DEMAE - CAMPO BELO|MG
1222|DEMAE - JEQUERI|MG
0423|DEMSUR – DEPARTAMENTO MUNICIPAL DE SANEAMENTO URBANO DE MURIAÉ|MG
1079|DEPARTAMENTO DE AGUA E ESGOTO DE CACHOEIRA DOURADA|MG
0398|DEPTO. MUNICIPAL DO MEIO AMBIENTE E ÁGUA POTÁVEL DE CONSELHEIRO PENA|MG
1169|DISTRITO DE IRRIGAÇÃO DE JAIBA|MG
0513|DMAAE - OURO FINO|MG
1245|DMAE - CONCEIÇÃO DAS ALAGOAS|MG
0529|DMAE - IPIAÇU|MG
0797|DMAE - NOVA PONTE|MG
0042|DMAE - POÇOS DE CALDAS|MG
0044|DMAE - UBERLÂNDIA|MG
0482|DMAE – LIMA DUARTE|MG
0397|DMAE – MONTE CARMELO|MG
1440|DMAE-DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTO DE ARAPORÃ|MG
0380|DMAES – PONTE NOVA|MG
0464|GALILÉIA SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO|MG
1319|HIDROMAR LTDA|MG
1352|NÃO UTILIZAR|MG
1035|PREFEITURA MUNICIPAL DE ALBERTINA|MG
1005|PREFEITURA MUNICIPAL DE ARAPORÃ|MG
0973|PREFEITURA MUNICIPAL DE ARINOS|MG
0991|PREFEITURA MUNICIPAL DE BAMBUI|MG
1088|PREFEITURA MUNICIPAL DE BELO ORIENTE|MG
0992|PREFEITURA MUNICIPAL DE BRUMADINHO|MG
0794|PREFEITURA MUNICIPAL DE CAMBUQUIRA|MG
0764|PREFEITURA MUNICIPAL DE CAMPANHA|MG
1031|PREFEITURA MUNICIPAL DE CARMÉSIA|MG
1238|PREFEITURA MUNICIPAL DE CLARAVAL|MG
1376|PREFEITURA MUNICIPAL DE CÓRREGO DO BOM JESUS |MG
0994|PREFEITURA MUNICIPAL DE CURVELO |MG
0735|PREFEITURA MUNICIPAL DE DELTA|MG
1202|PREFEITURA MUNICIPAL DE DESTERRO DE ENTRE RIOS|MG
1412|PREFEITURA MUNICIPAL DE DORES DE GUANHÃES|MG
1282|PREFEITURA MUNICIPAL DE ESMERALDAS|MG
1068|PREFEITURA MUNICIPAL DE FORMOSO|MG
1210|PREFEITURA MUNICIPAL DE FORTUNA DE MINAS|MG
1122|PREFEITURA MUNICIPAL DE FRUTAL|MG
1039|PREFEITURA MUNICIPAL DE IBITURUNA|MG
1257|PREFEITURA MUNICIPAL DE INHAÚMA|MG
1472|PREFEITURA MUNICIPAL DE IPIAÇU|MG
0769|PREFEITURA MUNICIPAL DE ITANHANDÚ|MG
1463|PREFEITURA MUNICIPAL DE JABOTICATUBAS|MG
1069|PREFEITURA MUNICIPAL DE JAPARAÍBA|MG
1070|PREFEITURA MUNICIPAL DE JOÃO PINHEIROS|MG
1411|PREFEITURA MUNICIPAL DE LAGOA DOURADA|MG
0800|PREFEITURA MUNICIPAL DE MANHUMIRIM|MG
0904|PREFEITURA MUNICIPAL DE MARMELÓPOLIS|MG
1216|PREFEITURA MUNICIPAL DE NOVA ERA|MG
1434|PREFEITURA MUNICIPAL DE PASSA QUATRO|MG
0775|PREFEITURA MUNICIPAL DE PIRACEMA|MG
0947|PREFEITURA MUNICIPAL DE PIRAPETINGA|MG
0967|PREFEITURA MUNICIPAL DE PRUDENTE DE MORAIS|MG
0971|PREFEITURA MUNICIPAL DE SANTANA DO PIRAPAMA|MG
0975|PREFEITURA MUNICIPAL DE TAQUARAÇÚ DE MINAS|MG
1056|PREFEITURA MUNICIPAL DE TOCOS DO MOJI|MG
1327|PREFEITURA MUNICIPAL DE TURVOLÂNDIA|MG
0447|SAA – SABINOPOLIS|MG
1397|SAAE - CAMBUQUIRA|MG
1159|SAAE - CARMO DE MINAS|MG
1022|SAAE - COQUEIRAL|MG
1120|SAAE - CÓRREGO FUNDO|MG
0613|SAAE - DIVINÓPOLIS DE MINAS|MG
0067|SAAE - FORMIGA|MG
0618|SAAE - GONZAGA|MG
0318|SAAE - GOVERNADOR VALADARES|MG
0933|SAAE - IPANEMA|MG
0361|SAAE - ITABIRITO|MG
0074|SAAE - ITUIUTABA|MG
0693|SAAE - LAJINHA|MG
1300|SAAE - LUZ|MG
1224|SAAE - MANHUMIRIM|MG
0793|SAAE - PARAISÓPOLIS|MG
0085|SAAE - PASSOS|MG
0803|SAAE - PRATÁPOLIS|MG
0324|SAAE - RAUL SOARES|MG
0972|SAAE - REDUTO|MG
0496|SAAE - SANTA BARBARA|MG
0507|SAAE - SANTO ANTONIO DAS POSSES|MG
0090|SAAE - SÃO JOÃO BATISTA DA GLÓRIA|MG
0943|SAAE - SÃO JOÃO DA LAGOA|MG
0314|SAAE - SÃO LOURENÇO|MG
0431|SAAE - SENADOR FIRMINO|MG
1285|SAAE - SENHORA DE OLIVEIRA|MG
1075|SAAE - SERVIÇO AUTÁRQUICO DE ÁGUA E ESGOTO DE CARMO DO CAJURU|MG
1099|SAAE - SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE LUISBURGO|MG
1066|SAAE - SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE MARIANA|MG
0855|SAAE - SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE TOMBOS|MG
2499|SAAE - SETE LAGOAS|MG
1389|SAAE - SOLEDADE DE MINAS|MG
1237|SAAE - TAPARUBA|MG
0093|SAAE - UNAI|MG
0491|SAAE - URUANA DE MINAS|MG
0094|SAAE - VIÇOSA|MG
0420|SAAE – ABRE CAMPO |MG
0332|SAAE – AIMORÉS|MG
0352|SAAE – BOA ESPERANÇA|MG
0372|SAAE – BOCAIUVA|MG
0471|SAAE – BOM SUCESSO|MG
0400|SAAE – BURITIZEIRO|MG
0389|SAAE – CAETE|MG
0399|SAAE – CAMBUI|MG
0450|SAAE – CARMO DA MATA|MG
0442|SAAE – CARMOPOLIS DE MINAS|MG
0283|SAAE – DIVINOLANDIA DE MINAS|MG
0403|SAAE – FERVEDOURO|MG
0462|SAAE – FRANCISCO SÁ|MG
0362|SAAE – GUANHAES|MG
0478|SAAE – ITABIRA|MG
0401|SAAE – ITAGUARA|MG
0476|SAAE – ITAMBACURI|MG
0355|SAAE – ITAUNA|MG
0438|SAAE – JAMPRUCA|MG
0445|SAAE – LAGOA DA PRATA|MG
0430|SAAE – LAGOA FORMOSA|MG
0473|SAAE – LAMBARI|MG
0480|SAAE – LASSANCE|MG
0353|SAAE – MACHADO|MG
0336|SAAE – MANHAÇU|MG
0439|SAAE – MANTENA|MG
0433|SAAE – MOEMA|MG
0364|SAAE – NEPOMUCENO|MG
0366|SAAE – OLIVEIRA|MG
0385|SAAE – ORATORIOS|MG
0444|SAAE – PAINS|MG
0448|SAAE – PIMENTA|MG
0427|SAAE – PIRAPORA|MG
0348|SAAE – PIUMHI|MG
0475|SAAE – POTE|MG
0432|SAAE – RECREIO|MG
0338|SAAE – SACRAMENTO|MG
0441|SAAE – SAO JOAO DE MANTENINHA|MG
0354|SAAE – TRÊS PONTAS|MG
0331|SAAE – VERMELHO NOVO|MG
0465|SAAE CENTRAL DE MINAS|MG
0861|SAAE DE CAMPO DO MEIO|MG
1430|SAAE DE GOIABEIRA|MG
0466|SAAE DE IBIÁ|MG
0468|SAAE ELÓI MENDES|MG
0469|SAAE GUAPÉ|MG
1468 |SAAE IGUATAMA|MG
0023|SAE - ARAGUARÍ|MG
0521|SAE - RODEIRO|MG
0851|SAEG - SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE GUARANI|MG
0984 |SAMA -  DORES DE GUANHÃES|MG
0725|SAMOTRACIA EMPREENDIMENTOS LTDA.|MG
0805|SANARJ CONCESSIONÁRIA DE SANEAMENTO BÁSICO LTDA.|MG
0161|SANECAB – SERVIÇO AUTONOMO DE SANEAMENTO DE CABECEIRA GRANDE|MG
1231|SEMAE - SERVIÇO MUNICIPAL DE ÁGUA E ESGOTO DE OURO PRETO |MG
1314|SERVIÇO AUTONOMO DE AGUA E ESGOTO DE IBITURUNA|MG
0957|SERVIÇO DE ÁGUA, ESGOTO E LIMPEZA PÚBLICA DE BANDEIRA DO SUL - SAELP|MG
1153|SMAE - CAPITÃO ANDRADE|MG
0396|AGUAS DE CAMPO GRANDE|MS
0534|ÁGUAS GUARIROBA S.A|MS
1097|DAE - DEPARTAMENTO DE ÁGUA E ESGOTO DE CASSILÂNDIA |MS
1013|DMAE - GLÓRIA DE DOURADOS |MS
0065|SAAE - COSTA RICA|MS
0484|SAAE - NOVA ALVORADA DO SUL|MS
0374|SAAE – BANDEIRANTES|MS
0375|SAAE – BELA VISTA|MS
0376|SAAE – CORGUINHO|MS
